date,year,month,day,fine_gold,standard_gold,silver
2075-Baisakh-02,2075,Baisakh,2,58600,58300,750
2075-Baisakh-03,2075,Baisakh,3,58800,58500,755
2075-Baisakh-04,2075,Baisakh,4,58800,58500,755
2075-Baisakh-05,2075,Baisakh,5,59000,58700,760
2075-Baisakh-06,2075,Baisakh,6,59300,59000,780
2075-Baisakh-07,2075,Baisakh,7,59200,58900,780
2075-Baisakh-09,2075,Baisakh,9,59000,58700,780
2075-Baisakh-10,2075,Baisakh,10,59000,58700,780
2075-Baisakh-11,2075,Baisakh,11,58800,58500,765
2075-Baisakh-12,2075,Baisakh,12,59000,58700,765
2075-Baisakh-13,2075,Baisakh,13,59000,58700,765
2075-Baisakh-14,2075,Baisakh,14,58700,58400,760
2075-Baisakh-16,2075,Baisakh,16,58900,58600,760
2075-Baisakh-18,2075,Baisakh,18,58500,58200,750
2075-Baisakh-19,2075,Baisakh,19,58500,58200,755
2075-Baisakh-20,2075,Baisakh,20,58300,58000,755
2075-Baisakh-21,2075,Baisakh,21,58500,58200,755
2075-Baisakh-23,2075,Baisakh,23,58700,58400,760
2075-Baisakh-24,2075,Baisakh,24,59000,58700,765
2075-Baisakh-25,2075,Baisakh,25,59000,58700,765
2075-Baisakh-26,2075,Baisakh,26,59000,58700,765
2075-Baisakh-27,2075,Baisakh,27,59100,58800,770
2075-Baisakh-28,2075,Baisakh,28,59200,58900,775
2075-Baisakh-30,2075,Baisakh,30,59300,59000,775
2075-Baisakh-31,2075,Baisakh,31,59200,58900,775
2075-Jestha-01,2075,Jestha,1,59200,58900,770
2075-Jestha-02,2075,Jestha,2,58700,58400,765
2075-Jestha-03,2075,Jestha,3,58400,58100,765
2075-Jestha-04,2075,Jestha,4,58400,58100,765
2075-Jestha-06,2075,Jestha,6,58700,58400,770
2075-Jestha-07,2075,Jestha,7,58600,58300,770
2075-Jestha-08,2075,Jestha,8,58600,58300,770
2075-Jestha-09,2075,Jestha,9,58900,58600,775
2075-Jestha-10,2075,Jestha,10,59000,58700,775
2075-Jestha-11,2075,Jestha,11,59200,58900,780
2075-Jestha-13,2075,Jestha,13,58900,58600,770
2075-Jestha-14,2075,Jestha,14,58700,58400,770
2075-Jestha-15,2075,Jestha,15,58700,58400,770
2075-Jestha-16,2075,Jestha,16,58800,58500,765
2075-Jestha-17,2075,Jestha,17,58600,58300,765
2075-Jestha-18,2075,Jestha,18,58400,58100,765
2075-Jestha-20,2075,Jestha,20,58000,57700,760
2075-Jestha-21,2075,Jestha,21,58000,57700,760
2075-Jestha-22,2075,Jestha,22,58000,57700,760
2075-Jestha-23,2075,Jestha,23,58100,57800,765
2075-Jestha-24,2075,Jestha,24,58200,57900,770
2075-Jestha-25,2075,Jestha,25,58400,58100,775
2075-Jestha-27,2075,Jestha,27,58600,58300,780
2075-Jestha-28,2075,Jestha,28,58500,58200,785
2075-Jestha-29,2075,Jestha,29,58500,58200,785
2075-Jestha-30,2075,Jestha,30,58500,58200,785
2075-Jestha-31,2075,Jestha,31,58600,58300,790
2075-Ashad-01,2075,Ashad,1,59000,58700,800
2075-Ashad-03,2075,Ashad,3,58500,58200,780
2075-Ashad-04,2075,Ashad,4,58300,58000,775
2075-Ashad-05,2075,Ashad,5,58400,58100,775
2075-Ashad-06,2075,Ashad,6,58000,57700,765
2075-Ashad-07,2075,Ashad,7,57700,57400,765
2075-Ashad-08,2075,Ashad,8,57700,57400,765
2075-Ashad-10,2075,Ashad,10,57700,57400,770
2075-Ashad-11,2075,Ashad,11,57700,57400,770
2075-Ashad-12,2075,Ashad,12,57700,57400,770
2075-Ashad-13,2075,Ashad,13,57600,57300,765
2075-Ashad-14,2075,Ashad,14,57800,57500,765
2075-Ashad-15,2075,Ashad,15,57500,57200,765
2075-Ashad-17,2075,Ashad,17,57500,57200,765
2075-Ashad-18,2075,Ashad,18,57300,57000,760
2075-Ashad-19,2075,Ashad,19,57200,56900,755
2075-Ashad-20,2075,Ashad,20,57600,57300,760
2075-Ashad-21,2075,Ashad,21,57800,57500,765
2075-Ashad-22,2075,Ashad,22,57800,57500,760
2075-Ashad-24,2075,Ashad,24,57800,57500,760
2075-Ashad-25,2075,Ashad,25,57800,57500,760
2075-Ashad-26,2075,Ashad,26,57900,57600,765
2075-Ashad-27,2075,Ashad,27,57600,57300,760
2075-Ashad-28,2075,Ashad,28,57200,56900,755
2075-Ashad-29,2075,Ashad,29,57200,56900,755
2075-Ashad-31,2075,Ashad,31,57000,56700,750
2075-Ashad-32,2075,Ashad,32,57100,56800,750
2075-Shrawan-01,2075,Shrawan,1,57000,56700,750
2075-Shrawan-02,2075,Shrawan,2,56500,56200,745
2075-Shrawan-03,2075,Shrawan,3,56500,56200,745
2075-Shrawan-04,2075,Shrawan,4,56500,56200,740
2075-Shrawan-06,2075,Shrawan,6,56800,56500,740
2075-Shrawan-07,2075,Shrawan,7,56800,56500,740
2075-Shrawan-08,2075,Shrawan,8,56600,56300,735
2075-Shrawan-09,2075,Shrawan,9,56600,56300,735
2075-Shrawan-10,2075,Shrawan,10,56700,56400,740
2075-Shrawan-11,2075,Shrawan,11,56500,56200,740
2075-Shrawan-13,2075,Shrawan,13,56500,56200,740
2075-Shrawan-14,2075,Shrawan,14,56400,56100,740
2075-Shrawan-15,2075,Shrawan,15,56300,56000,735
2075-Shrawan-16,2075,Shrawan,16,56300,56000,735
2075-Shrawan-17,2075,Shrawan,17,56000,55700,735
2075-Shrawan-18,2075,Shrawan,18,56000,55700,735
2075-Shrawan-20,2075,Shrawan,20,56000,55700,735
2075-Shrawan-21,2075,Shrawan,21,56100,55800,735
2075-Shrawan-22,2075,Shrawan,22,56100,55800,735
2075-Shrawan-23,2075,Shrawan,23,56100,55800,735
2075-Shrawan-24,2075,Shrawan,24,56100,55800,735
2075-Shrawan-25,2075,Shrawan,25,56200,55900,735
2075-Shrawan-27,2075,Shrawan,27,56200,55900,735
2075-Shrawan-28,2075,Shrawan,28,56400,56100,740
2075-Shrawan-29,2075,Shrawan,29,56100,55800,735
2075-Shrawan-30,2075,Shrawan,30,56000,55700,730
2075-Shrawan-31,2075,Shrawan,31,55600,55300,715
2075-Bhadra-01,2075,Bhadra,1,55600,55300,720
2075-Bhadra-03,2075,Bhadra,3,55800,55500,725
2075-Bhadra-04,2075,Bhadra,4,55800,55500,725
2075-Bhadra-05,2075,Bhadra,5,55800,55500,720
2075-Bhadra-06,2075,Bhadra,6,56100,55800,720
2075-Bhadra-07,2075,Bhadra,7,56000,55700,715
2075-Bhadra-08,2075,Bhadra,8,56000,55700,715
2075-Bhadra-10,2075,Bhadra,10,56600,56300,720
2075-Bhadra-11,2075,Bhadra,11,56600,56300,720
2075-Bhadra-12,2075,Bhadra,12,56800,56500,725
2075-Bhadra-13,2075,Bhadra,13,56800,56500,725
2075-Bhadra-14,2075,Bhadra,14,57000,56700,725
2075-Bhadra-15,2075,Bhadra,15,57300,57000,725
2075-Bhadra-17,2075,Bhadra,17,57300,57000,725
2075-Bhadra-18,2075,Bhadra,18,57000,56700,720
2075-Bhadra-19,2075,Bhadra,19,57200,56900,720
2075-Bhadra-20,2075,Bhadra,20,57200,56900,710
2075-Bhadra-21,2075,Bhadra,21,57600,57300,715
2075-Bhadra-22,2075,Bhadra,22,57800,57500,710
2075-Bhadra-24,2075,Bhadra,24,57800,57500,710
2075-Bhadra-25,2075,Bhadra,25,57800,57500,710
2075-Bhadra-26,2075,Bhadra,26,57900,57600,715
2075-Bhadra-27,2075,Bhadra,27,58200,57900,715
2075-Bhadra-28,2075,Bhadra,28,58200,57900,720
2075-Bhadra-29,2075,Bhadra,29,58000,57700,715
2075-Bhadra-31,2075,Bhadra,31,57600,57300,710
2075-Ashoj-01,2075,Ashoj,1,58000,57700,715
2075-Ashoj-02,2075,Ashoj,2,58000,57700,715
2075-Ashoj-03,2075,Ashoj,3,58400,58100,720
2075-Ashoj-04,2075,Ashoj,4,58400,58100,725
2075-Ashoj-05,2075,Ashoj,5,58100,57800,720
2075-Ashoj-07,2075,Ashoj,7,58100,57800,720
2075-Ashoj-08,2075,Ashoj,8,58100,57800,720
2075-Ashoj-09,2075,Ashoj,9,58400,58100,725
2075-Ashoj-10,2075,Ashoj,10,58400,58100,730
2075-Ashoj-11,2075,Ashoj,11,58100,57800,730
2075-Ashoj-12,2075,Ashoj,12,57700,57400,725
2075-Ashoj-14,2075,Ashoj,14,57800,57500,735
2075-Ashoj-15,2075,Ashoj,15,57800,57500,735
2075-Ashoj-16,2075,Ashoj,16,58100,57800,735
2075-Ashoj-17,2075,Ashoj,17,59000,58700,750
2075-Ashoj-18,2075,Ashoj,18,58900,58600,745
2075-Ashoj-19,2075,Ashoj,19,58900,58600,745
2075-Ashoj-21,2075,Ashoj,21,59200,58900,750
2075-Ashoj-22,2075,Ashoj,22,59000,58700,740
2075-Ashoj-23,2075,Ashoj,23,58900,58600,740
2075-Ashoj-24,2075,Ashoj,24,59000,58700,740
2075-Ashoj-25,2075,Ashoj,25,59300,59000,740
2075-Ashoj-26,2075,Ashoj,26,60000,59700,745
2075-Ashoj-28,2075,Ashoj,28,59800,59500,745
2075-Ashoj-29,2075,Ashoj,29,60000,59700,750
2075-Kartik-05,2075,Kartik,5,60000,59700,745
2075-Kartik-06,2075,Kartik,6,60000,59700,745
2075-Kartik-07,2075,Kartik,7,60100,59800,750
2075-Kartik-08,2075,Kartik,8,60400,60100,750
2075-Kartik-09,2075,Kartik,9,60200,59900,745
2075-Kartik-11,2075,Kartik,11,60200,59900,745
2075-Kartik-12,2075,Kartik,12,60300,60000,745
2075-Kartik-13,2075,Kartik,13,60200,59900,740
2075-Kartik-14,2075,Kartik,14,60000,59700,740
2075-Kartik-15,2075,Kartik,15,59900,59600,735
2075-Kartik-16,2075,Kartik,16,60000,59700,745
2075-Kartik-18,2075,Kartik,18,60000,59700,745
2075-Kartik-19,2075,Kartik,19,60000,59700,745
2075-Kartik-20,2075,Kartik,20,60000,59700,745
2075-Kartik-25,2075,Kartik,25,59000,58700,730
2075-Kartik-26,2075,Kartik,26,58900,58600,725
2075-Kartik-27,2075,Kartik,27,58500,58200,720
2075-Kartik-28,2075,Kartik,28,58200,57900,715
2075-Kartik-29,2075,Kartik,29,58400,58100,715
2075-Kartik-30,2075,Kartik,30,58400,58100,715
2075-Mansir-02,2075,Mansir,2,58700,58400,725
2075-Mansir-03,2075,Mansir,3,58700,58400,725
2075-Mansir-04,2075,Mansir,4,58300,58000,715
2075-Mansir-05,2075,Mansir,5,58300,58000,715
2075-Mansir-06,2075,Mansir,6,58400,58100,720
2075-Mansir-07,2075,Mansir,7,58100,57800,715
2075-Mansir-09,2075,Mansir,9,58000,57700,710
2075-Mansir-10,2075,Mansir,10,57700,57400,705
2075-Mansir-11,2075,Mansir,11,58000,57700,705
2075-Mansir-12,2075,Mansir,12,57600,57300,700
2075-Mansir-13,2075,Mansir,13,57500,57200,705
2075-Mansir-14,2075,Mansir,14,57200,56900,700
2075-Mansir-16,2075,Mansir,16,57200,56900,700
2075-Mansir-17,2075,Mansir,17,57400,57100,700
2075-Mansir-18,2075,Mansir,18,58300,58000,710
2075-Mansir-19,2075,Mansir,19,58400,58100,715
2075-Mansir-20,2075,Mansir,20,58700,58400,715
2075-Mansir-21,2075,Mansir,21,58500,58200,715
2075-Mansir-23,2075,Mansir,23,59000,58700,720
2075-Mansir-24,2075,Mansir,24,59400,59100,725
2075-Mansir-25,2075,Mansir,25,60000,59700,730
2075-Mansir-26,2075,Mansir,26,59800,59500,730
2075-Mansir-27,2075,Mansir,27,59500,59200,735
2075-Mansir-28,2075,Mansir,28,59500,59200,735
2075-Poush-01,2075,Poush,1,59500,59200,730
2075-Poush-02,2075,Poush,2,59300,59000,725
2075-Poush-03,2075,Poush,3,59400,59100,730.0
2075-Poush-04,2075,Poush,4,58800,58500,725
2075-Poush-05,2075,Poush,5,58800,58500,720
2075-Poush-06,2075,Poush,6,58800,58500,720
2075-Poush-08,2075,Poush,8,58800,58500,720
2075-Poush-09,2075,Poush,9,59200,58900,720
2075-Poush-10,2075,Poush,10,59400,59100,720
2075-Poush-11,2075,Poush,11,59400,59100,725
2075-Poush-12,2075,Poush,12,59500,59200,735
2075-Poush-13,2075,Poush,13,59700,59400,745
2075-Poush-15,2075,Poush,15,59700,59400,745
2075-Poush-16,2075,Poush,16,59700,59400,745
2075-Poush-17,2075,Poush,17,59700,59400,745
2075-Poush-18,2075,Poush,18,59600,59300,745
2075-Poush-19,2075,Poush,19,60400,60100,760
2075-Poush-20,2075,Poush,20,60300,60000,765
2075-Poush-22,2075,Poush,22,59800,59500,755
2075-Poush-23,2075,Poush,23,59800,59500,760
2075-Poush-24,2075,Poush,24,59900,59600,755
2075-Poush-25,2075,Poush,25,60100,59800,760
2075-Poush-26,2075,Poush,26,60700,60400,765
2075-Poush-27,2075,Poush,27,60700,60400,765
2075-Poush-29,2075,Poush,29,60500,60200,760
2075-Poush-30,2075,Poush,30,60600,60300,760
2075-Magh-01,2075,Magh,1,61000,60700,765
2075-Magh-02,2075,Magh,2,61000,60700,765
2075-Magh-03,2075,Magh,3,61000,60700,765
2075-Magh-04,2075,Magh,4,61000,60700,765
2075-Magh-06,2075,Magh,6,60800,60500,755
2075-Magh-07,2075,Magh,7,60900,60600,755
2075-Magh-08,2075,Magh,8,60700,60400,750
2075-Magh-09,2075,Magh,9,60900,60600,755
2075-Magh-10,2075,Magh,10,60900,60600,755
2075-Magh-11,2075,Magh,11,60600,60300,755
2075-Magh-13,2075,Magh,13,61200,60900,765
2075-Magh-14,2075,Magh,14,61400,61100,770
2075-Magh-15,2075,Magh,15,61500,61200,770
2075-Magh-16,2075,Magh,16,62200,61900,780
2075-Magh-17,2075,Magh,17,62200,61900,780
2075-Magh-18,2075,Magh,18,62300,62000,780
2075-Magh-20,2075,Magh,20,62300,62000,780
2075-Magh-21,2075,Magh,21,62500,62200,780
2075-Magh-22,2075,Magh,22,62600,62300,785
2075-Magh-23,2075,Magh,23,62400,62100,780
2075-Magh-24,2075,Magh,24,62000,61700,775
2075-Magh-25,2075,Magh,25,62100,61800,775
2075-Magh-27,2075,Magh,27,62100,61800,775
2075-Magh-28,2075,Magh,28,62000,61700,775
2075-Magh-29,2075,Magh,29,61800,61500,770
2075-Falgun-01,2075,Falgun,1,61600,61300,765
2075-Falgun-02,2075,Falgun,2,61700,61400,765
2075-Falgun-03,2075,Falgun,3,62100,61800,765
2075-Falgun-05,2075,Falgun,5,62500,62200,775
2075-Falgun-06,2075,Falgun,6,62700,62400,780
2075-Falgun-07,2075,Falgun,7,62700,62400,780
2075-Falgun-08,2075,Falgun,8,63300,63000,785
2075-Falgun-09,2075,Falgun,9,63100,62800,785
2075-Falgun-10,2075,Falgun,10,62600,62300,775
2075-Falgun-12,2075,Falgun,12,62600,62300,775
2075-Falgun-13,2075,Falgun,13,62700,62400,780
2075-Falgun-14,2075,Falgun,14,62800,62500,780
2075-Falgun-15,2075,Falgun,15,62600,62300,775
2075-Falgun-16,2075,Falgun,16,62400,62100,775
2075-Falgun-17,2075,Falgun,17,62000,61700,770
2075-Falgun-19,2075,Falgun,19,61500,61200,760
2075-Falgun-20,2075,Falgun,20,61500,61200,760
2075-Falgun-21,2075,Falgun,21,61000,60700,750
2075-Falgun-22,2075,Falgun,22,60700,60400,740
2075-Falgun-23,2075,Falgun,23,60200,59900,735
2075-Falgun-24,2075,Falgun,24,60200,59900,735
2075-Falgun-26,2075,Falgun,26,60500,60200,745
2075-Falgun-27,2075,Falgun,27,60500,60200,745
2075-Falgun-28,2075,Falgun,28,60300,60000,745
2075-Falgun-29,2075,Falgun,29,60600,60300,745
2075-Falgun-30,2075,Falgun,30,60500,60200,745
2075-Chaitra-25,2075,Chaitra,25,57900,57600,740
2075-Chaitra-01,2075,Chaitra,1,60000,59700,735
2075-Chaitra-03,2075,Chaitra,3,60000,59700,735
2075-Chaitra-04,2075,Chaitra,4,59800,59500,730
2075-Chaitra-05,2075,Chaitra,5,59700,59400,730
2075-Chaitra-07,2075,Chaitra,7,60200,59900,740
2075-Chaitra-08,2075,Chaitra,8,60000,59700,740
2075-Chaitra-10,2075,Chaitra,10,60400,60100,740
2075-Chaitra-11,2075,Chaitra,11,60600,60300,740
2075-Chaitra-12,2075,Chaitra,12,60500,60200,740
2075-Chaitra-13,2075,Chaitra,13,60400,60100,740
2075-Chaitra-14,2075,Chaitra,14,60300,60000,735
2075-Chaitra-15,2075,Chaitra,15,59700,59400,730
2075-Chaitra-17,2075,Chaitra,17,59700,59400,730
2075-Chaitra-18,2075,Chaitra,18,59700,59400,730
2075-Chaitra-19,2075,Chaitra,19,59500,59200,725
2075-Chaitra-20,2075,Chaitra,20,59500,59200,725
2075-Chaitra-21,2075,Chaitra,21,59400,59100,725
2075-Chaitra-22,2075,Chaitra,22,59500,59200,725
2075-Chaitra-24,2075,Chaitra,24,59800,59500,725
2075-Chaitra-25,2075,Chaitra,25,60000,59700,730
2075-Chaitra-26,2075,Chaitra,26,60300,60000,740
2075-Chaitra-27,2075,Chaitra,27,60100,59800,730
2075-Chaitra-28,2075,Chaitra,28,60200,59900,730
2075-Chaitra-29,2075,Chaitra,29,59600,59300,720
2076-Baisakh-02,2076,Baisakh,2,59600,59300,720
2076-Baisakh-03,2076,Baisakh,3,59600,59300,720
2076-Baisakh-04,2076,Baisakh,4,59300,59000,725
2076-Baisakh-05,2076,Baisakh,5,59100,58800,725
2076-Baisakh-06,2076,Baisakh,6,59100,58800,725
2076-Baisakh-08,2076,Baisakh,8,59100,58800,725
2076-Baisakh-09,2076,Baisakh,9,59600,59300,730
2076-Baisakh-10,2076,Baisakh,10,59300,59000,730
2076-Baisakh-11,2076,Baisakh,11,59200,58900,720
2076-Baisakh-12,2076,Baisakh,12,59600,59300,725
2076-Baisakh-13,2076,Baisakh,13,59800,59500,730
2076-Baisakh-15,2076,Baisakh,15,59800,59500,730
2076-Baisakh-16,2076,Baisakh,16,59900,59600,730
2076-Baisakh-17,2076,Baisakh,17,59700,59400,725
2076-Baisakh-18,2076,Baisakh,18,59600,59300,725
2076-Baisakh-19,2076,Baisakh,19,59300,59000,715
2076-Baisakh-20,2076,Baisakh,20,59000,58700,710
2076-Baisakh-22,2076,Baisakh,22,59100,58800,720
2076-Baisakh-23,2076,Baisakh,23,59500,59200,720
2076-Baisakh-24,2076,Baisakh,24,59500,59200,720
2076-Baisakh-25,2076,Baisakh,25,59700,59400,725
2076-Baisakh-26,2076,Baisakh,26,59700,59400,720
2076-Baisakh-27,2076,Baisakh,27,60000,59700,720
2076-Baisakh-29,2076,Baisakh,29,60000,59700,720
2076-Baisakh-30,2076,Baisakh,30,60000,59700,720
2076-Baisakh-31,2076,Baisakh,31,61000,60700,725
2076-Jestha-01,2076,Jestha,1,60600,60300,725
2076-Jestha-02,2076,Jestha,2,60700,60400,725
2076-Jestha-03,2076,Jestha,3,60200,59900,715
2076-Jestha-05,2076,Jestha,5,60000,59700,710
2076-Jestha-06,2076,Jestha,6,59500,59200,705
2076-Jestha-07,2076,Jestha,7,59500,59200,705
2076-Jestha-08,2076,Jestha,8,59400,59100,705
2076-Jestha-09,2076,Jestha,9,59200,58900,700
2076-Jestha-10,2076,Jestha,10,59700,59400,710
2076-Jestha-12,2076,Jestha,12,59700,59400,710
2076-Jestha-13,2076,Jestha,13,59600,59300,710
2076-Jestha-14,2076,Jestha,14,59600,59300,710
2076-Jestha-15,2076,Jestha,15,59500,59200,700
2076-Jestha-16,2076,Jestha,16,59500,59200,700
2076-Jestha-17,2076,Jestha,17,61000,60700,705
2076-Jestha-19,2076,Jestha,19,61500,61200,710
2076-Jestha-20,2076,Jestha,20,61500,61200,710
2076-Jestha-21,2076,Jestha,21,61700,61400,710
2076-Jestha-22,2076,Jestha,22,62000,61700,715
2076-Jestha-23,2076,Jestha,23,62300,62000,715
2076-Jestha-24,2076,Jestha,24,62300,62000,715
2076-Jestha-26,2076,Jestha,26,62600,62300,725
2076-Jestha-27,2076,Jestha,27,62300,62000,715
2076-Jestha-28,2076,Jestha,28,62300,62000,715
2076-Jestha-29,2076,Jestha,29,62300,62000,715
2076-Jestha-30,2076,Jestha,30,62400,62100,715
2076-Jestha-31,2076,Jestha,31,63000,62700,720
2076-Ashad-01,2076,Ashad,1,63000,62700,720
2076-Ashad-02,2076,Ashad,2,63100,62800,720
2076-Ashad-03,2076,Ashad,3,63000,62700,720
2076-Ashad-04,2076,Ashad,4,63000,62700,720
2076-Ashad-05,2076,Ashad,5,64000,63700,730
2076-Ashad-06,2076,Ashad,6,65000,64700,740
2076-Ashad-08,2076,Ashad,8,65000,64700,740
2076-Ashad-09,2076,Ashad,9,65000,64700,740
2076-Ashad-10,2076,Ashad,10,65500,65200,740
2076-Ashad-11,2076,Ashad,11,65000,64700,735
2076-Ashad-12,2076,Ashad,12,65000,64700,735
2076-Ashad-13,2076,Ashad,13,65000,64700,730
2076-Ashad-15,2076,Ashad,15,65000,64700,730
2076-Ashad-16,2076,Ashad,16,64500,64200,730
2076-Ashad-17,2076,Ashad,17,64500,64200,730
2076-Ashad-18,2076,Ashad,18,65000,64700,735
2076-Ashad-19,2076,Ashad,19,65000,64700,730
2076-Ashad-20,2076,Ashad,20,65000,64700,730
2076-Ashad-22,2076,Ashad,22,64500,64200,720
2076-Ashad-23,2076,Ashad,23,64500,64200,720
2076-Ashad-24,2076,Ashad,24,64500,64200,720
2076-Ashad-25,2076,Ashad,25,64300,64000,720
2076-Ashad-26,2076,Ashad,26,64700,64400,725
2076-Ashad-27,2076,Ashad,27,64500,64200,725
2076-Ashad-29,2076,Ashad,29,64500,64200,725
2076-Ashad-30,2076,Ashad,30,64500,64200,725
2076-Ashad-31,2076,Ashad,31,64500,64200,725
2076-Shrawan-01,2076,Shrawan,1,64500,64200,745
2076-Shrawan-02,2076,Shrawan,2,65000,64700,765
2076-Shrawan-03,2076,Shrawan,3,65500,65200,770
2076-Shrawan-05,2076,Shrawan,5,65000,64700,765
2076-Shrawan-06,2076,Shrawan,6,65000,64700,765
2076-Shrawan-07,2076,Shrawan,7,65000,64700,765
2076-Shrawan-08,2076,Shrawan,8,65000,64700,775
2076-Shrawan-09,2076,Shrawan,9,65000,64700,775
2076-Shrawan-10,2076,Shrawan,10,65000,64700,775
2076-Shrawan-12,2076,Shrawan,12,65000,64700,775
2076-Shrawan-13,2076,Shrawan,13,65200,64900,775
2076-Shrawan-14,2076,Shrawan,14,65200,64900,775
2076-Shrawan-15,2076,Shrawan,15,65400,65100,780
2076-Shrawan-16,2076,Shrawan,16,65000,64700,770
2076-Shrawan-17,2076,Shrawan,17,65800,65500,770
2076-Shrawan-19,2076,Shrawan,19,66300,66000,775
2076-Shrawan-20,2076,Shrawan,20,67800,67500,795
2076-Shrawan-21,2076,Shrawan,21,68000,67700,795
2076-Shrawan-22,2076,Shrawan,22,69500,69200,810
2076-Shrawan-23,2076,Shrawan,23,70000,69700,825
2076-Shrawan-24,2076,Shrawan,24,70000,69700,825
2076-Shrawan-26,2076,Shrawan,26,70000,69700,825
2076-Shrawan-27,2076,Shrawan,27,70000,69700,825
2076-Shrawan-28,2076,Shrawan,28,71000,70700,835
2076-Shrawan-29,2076,Shrawan,29,70300,70000,820
2076-Shrawan-30,2076,Shrawan,30,71500,71200,840
2076-Shrawan-31,2076,Shrawan,31,71500,71200,840
2076-Bhadra-01,2076,Bhadra,1,71000,70700,830
2076-Bhadra-02,2076,Bhadra,2,71000,70700,830
2076-Bhadra-03,2076,Bhadra,3,71000,70700,825
2076-Bhadra-04,2076,Bhadra,4,71300,71000,830
2076-Bhadra-05,2076,Bhadra,5,71300,71000,830
2076-Bhadra-06,2076,Bhadra,6,71300,71000,830
2076-Bhadra-08,2076,Bhadra,8,72500,72200,850
2076-Bhadra-09,2076,Bhadra,9,73500,73200,860
2076-Bhadra-10,2076,Bhadra,10,72600,72300,860
2076-Bhadra-11,2076,Bhadra,11,72600,72300,880
2076-Bhadra-12,2076,Bhadra,12,73400,73100,895
2076-Bhadra-13,2076,Bhadra,13,72400,72100,885
2076-Bhadra-15,2076,Bhadra,15,72000,71700,885
2076-Bhadra-16,2076,Bhadra,16,72000,71700,885
2076-Bhadra-17,2076,Bhadra,17,72500,72200,895
2076-Bhadra-18,2076,Bhadra,18,73500,73200,940
2076-Bhadra-19,2076,Bhadra,19,73400,73100,940
2076-Bhadra-20,2076,Bhadra,20,72000,71700,900
2076-Bhadra-22,2076,Bhadra,22,71500,71200,885
2076-Bhadra-23,2076,Bhadra,23,71700,71400,880
2076-Bhadra-24,2076,Bhadra,24,71000,70700,870
2076-Bhadra-25,2076,Bhadra,25,71000,70700,880
2076-Bhadra-26,2076,Bhadra,26,70800,70500,875
2076-Bhadra-27,2076,Bhadra,27,70600,70300,870
2076-Bhadra-29,2076,Bhadra,29,70200,69900,840
2076-Bhadra-30,2076,Bhadra,30,71300,71000,865
2076-Bhadra-31,2076,Bhadra,31,71300,71000,865
2076-Ashoj-01,2076,Ashoj,1,71300,71000,870
2076-Ashoj-02,2076,Ashoj,2,70700,70400,855
2076-Ashoj-03,2076,Ashoj,3,71000,70700,860
2076-Ashoj-05,2076,Ashoj,5,71300,71000,865
2076-Ashoj-06,2076,Ashoj,6,71300,71000,875
2076-Ashoj-07,2076,Ashoj,7,71400,71100,885
2076-Ashoj-08,2076,Ashoj,8,72000,71700,890
2076-Ashoj-09,2076,Ashoj,9,71000,70700,865
2076-Ashoj-10,2076,Ashoj,10,70800,70500,860
2076-Ashoj-12,2076,Ashoj,12,70200,69900,845
2076-Ashoj-13,2076,Ashoj,13,70000,69700,840
2076-Ashoj-14,2076,Ashoj,14,69200,68900,825
2076-Ashoj-15,2076,Ashoj,15,69800,69500,835
2076-Ashoj-16,2076,Ashoj,16,70900,70600,850
2076-Ashoj-17,2076,Ashoj,17,70900,70600,850
2076-Ashoj-24,2076,Ashoj,24,70400,70100,845
2076-Ashoj-26,2076,Ashoj,26,70100,69800,845
2076-Ashoj-27,2076,Ashoj,27,70000,69700,845
2076-Ashoj-28,2076,Ashoj,28,70700,70400,860
2076-Ashoj-29,2076,Ashoj,29,70600,70300,850
2076-Ashoj-30,2076,Ashoj,30,70600,70300,845
2076-Kartik-01,2076,Kartik,1,70600,70300,850
2076-Kartik-03,2076,Kartik,3,70400,70100,850
2076-Kartik-04,2076,Kartik,4,70400,70100,850
2076-Kartik-05,2076,Kartik,5,70200,69900,850
2076-Kartik-06,2076,Kartik,6,70400,70100,850
2076-Kartik-07,2076,Kartik,7,70400,70100,850
2076-Kartik-08,2076,Kartik,8,71000,70700,860
2076-Kartik-14,2076,Kartik,14,70500,70200,860
2076-Kartik-15,2076,Kartik,15,71200,70900,870
2076-Kartik-17,2076,Kartik,17,71200,70900,870
2076-Kartik-18,2076,Kartik,18,71000,70700,870
2076-Kartik-19,2076,Kartik,19,70800,70500,865
2076-Kartik-20,2076,Kartik,20,70200,69900,845
2076-Kartik-21,2076,Kartik,21,70600,70300,850
2076-Kartik-22,2076,Kartik,22,69900,69600,835
2076-Kartik-24,2076,Kartik,24,71000,70700,840
2076-Kartik-25,2076,Kartik,25,71200,70900,845
2076-Kartik-26,2076,Kartik,26,71200,70900,845
2076-Kartik-27,2076,Kartik,27,71400,71100,850
2076-Kartik-28,2076,Kartik,28,72000,71700,860
2076-Kartik-29,2076,Kartik,29,71800,71500,855
2076-Mansir-01,2076,Mansir,1,71800,71500,855
2076-Mansir-02,2076,Mansir,2,71600,71300,850
2076-Mansir-03,2076,Mansir,3,72000,71700,860
2076-Mansir-04,2076,Mansir,4,72100,71800,865
2076-Mansir-05,2076,Mansir,5,72000,71700,860
2076-Mansir-06,2076,Mansir,6,71700,71400,860
2076-Mansir-08,2076,Mansir,8,71600,71300,855
