date,year,month,day,fine_gold,standard_gold,silver
2079-Shrawan-18,2079,Shrawan,18,95300,94800,1210
2079-Shrawan-19,2079,Shrawan,19,96100,95600,1210
2079-Shrawan-20,2079,Shrawan,20,96800,96300,1220
2079-Shrawan-22,2079,Shrawan,22,96300,95800,1205
2079-Shrawan-23,2079,Shrawan,23,96300,95800,1205
2079-Shrawan-24,2079,Shrawan,24,96900,96400,1240
2079-Shrawan-25,2079,Shrawan,25,97100,96600,1230
2079-Shrawan-26,2079,Shrawan,26,96600,96100,1225
2079-Shrawan-27,2079,Shrawan,27,97300,96800,1225
2079-Shrawan-29,2079,Shrawan,29,97800,97300,1250
2079-Shrawan-30,2079,Shrawan,30,97400,96900,1235
2079-Shrawan-31,2079,Shrawan,31,96700,96200,1220
2079-Bhadra-01,2079,Bhadra,1,96200,95700,1210
2079-Bhadra-02,2079,Bhadra,2,95900,95400,1195
2079-Bhadra-03,2079,Bhadra,3,95500,95000,1185
2079-Bhadra-05,2079,Bhadra,5,95500,95000,1170
2079-Bhadra-06,2079,Bhadra,6,95300,94800,1165
2079-Bhadra-07,2079,Bhadra,7,95000,94500,1160
2079-Bhadra-08,2079,Bhadra,8,95300,94800,1165
2079-Bhadra-09,2079,Bhadra,9,95800,95300,1175
2079-Bhadra-10,2079,Bhadra,10,95800,95300,1175
2079-Bhadra-12,2079,Bhadra,12,95100,94600,1160
2079-Bhadra-13,2079,Bhadra,13,94500,94000,1145
2079-Bhadra-14,2079,Bhadra,14,94800,94300,1145
2079-Bhadra-15,2079,Bhadra,15,94000,93500,1130
2079-Bhadra-16,2079,Bhadra,16,93100,92600,1100
2079-Bhadra-17,2079,Bhadra,17,93000,92500,1105
2079-Bhadra-19,2079,Bhadra,19,93600,93100,1110
2079-Bhadra-20,2079,Bhadra,20,93700,93200,1115
2079-Bhadra-21,2079,Bhadra,21,94000,93500,1125
2079-Bhadra-22,2079,Bhadra,22,93000,92500,1110
2079-Bhadra-23,2079,Bhadra,23,93800,93300,1135
2079-Bhadra-24,2079,Bhadra,24,93900,93400,1150
2079-Bhadra-26,2079,Bhadra,26,93900,93400,1150
2079-Bhadra-27,2079,Bhadra,27,93600,93100,1150
2079-Bhadra-28,2079,Bhadra,28,93500,93000,1185
2079-Bhadra-29,2079,Bhadra,29,92800,92300,1175
2079-Bhadra-30,2079,Bhadra,30,92500,92000,1180
2079-Bhadra-31,2079,Bhadra,31,91500,91000,1170
2079-Ashoj-02,2079,Ashoj,2,91800,91300,1185
2079-Ashoj-03,2079,Ashoj,3,91400,90900,1175
2079-Ashoj-04,2079,Ashoj,4,91800,91300,
2079-Ashoj-05,2079,Ashoj,5,91300,90800,1170
2079-Ashoj-06,2079,Ashoj,6,91800,91300,1185
2079-Ashoj-07,2079,Ashoj,7,92800,92300,1200
2079-Ashoj-09,2079,Ashoj,9,91800,91300,1170
2079-Ashoj-10,2079,Ashoj,10,91800,91300,1160
2079-Ashoj-11,2079,Ashoj,11,91400,90900,1150
2079-Ashoj-12,2079,Ashoj,12,91600,91100,1145
2079-Ashoj-13,2079,Ashoj,13,92800,92300,1170
2079-Ashoj-14,2079,Ashoj,14,93000,92500,1170
2079-Ashoj-23,2079,Ashoj,23,96000,95500,1255
2079-Ashoj-24,2079,Ashoj,24,95200,94700,1230
2079-Ashoj-25,2079,Ashoj,25,94000,93500,1215
2079-Ashoj-26,2079,Ashoj,26,94200,93700,1200
2079-Ashoj-27,2079,Ashoj,27,94200,93700,1190
2079-Ashoj-28,2079,Ashoj,28,94100,93600,1185
2079-Ashoj-30,2079,Ashoj,30,93100,92600,1160
2079-Ashoj-31,2079,Ashoj,31,93300,92800,1160
2079-Kartik-01,2079,Kartik,1,93400,92900,1180
2079-Kartik-02,2079,Kartik,2,93200,92700,1175
2079-Kartik-03,2079,Kartik,3,93100,92600,1170
2079-Kartik-04,2079,Kartik,4,92500,92000,1170
2079-Kartik-05,2079,Kartik,5,94000,93500,1215
2079-Kartik-06,2079,Kartik,6,94000,93500,1215
2079-Kartik-07,2079,Kartik,7,94000,93500,1215
2079-Kartik-13,2079,Kartik,13,93000,92500,1200
2079-Kartik-14,2079,Kartik,14,93000,92500,1200
2079-Kartik-15,2079,Kartik,15,93100,92600,1215
2079-Kartik-16,2079,Kartik,16,93600,93100,1225
2079-Kartik-17,2079,Kartik,17,93200,92700,1215
2079-Kartik-18,2079,Kartik,18,93100,92600,1225
2079-Kartik-20,2079,Kartik,20,94500,94000,1275
2079-Kartik-21,2079,Kartik,21,94300,93800,1265
2079-Kartik-22,2079,Kartik,22,94000,93500,1265
2079-Kartik-23,2079,Kartik,23,95400,94900,1295
2079-Kartik-24,2079,Kartik,24,95400,94900,1285
2079-Kartik-25,2079,Kartik,25,96700,96200,1295
2079-Kartik-27,2079,Kartik,27,97300,96800,1300
2079-Kartik-28,2079,Kartik,28,97200,96700,1295
2079-Kartik-29,2079,Kartik,29,98200,97700,1325
2079-Kartik-30,2079,Kartik,30,98400,97900,1295
2079-Mansir-01,2079,Mansir,1,98000,97500,1285
2079-Mansir-02,2079,Mansir,2,98100,97600,1280
2079-Mansir-05,2079,Mansir,5,97500,97000,1265
2079-Mansir-06,2079,Mansir,6,97200,96700,1280
2079-Mansir-07,2079,Mansir,7,96800,96300,1275
2079-Mansir-08,2079,Mansir,8,97800,97300,1305
2079-Mansir-09,2079,Mansir,9,97800,97300,1295
2079-Mansir-11,2079,Mansir,11,97800,97300,1295
2079-Mansir-12,2079,Mansir,12,97500,97000,1285
2079-Mansir-13,2079,Mansir,13,97400,96900,1285
2079-Mansir-14,2079,Mansir,14,97600,97100,1290
2079-Mansir-15,2079,Mansir,15,98100,97600,1330
2079-Mansir-16,2079,Mansir,16,99100,98600,1345
2079-Mansir-18,2079,Mansir,18,99500,99000,1370
2079-Mansir-19,2079,Mansir,19,99900,99400,1385
2079-Mansir-20,2079,Mansir,20,99300,98800,1350
2079-Mansir-21,2079,Mansir,21,99300,98800,1350
2079-Mansir-22,2079,Mansir,22,99700,99200,1360
2079-Mansir-23,2079,Mansir,23,100300,99800,1390
2079-Mansir-25,2079,Mansir,25,100500,100000,1400
2079-Mansir-26,2079,Mansir,26,100200,99700,1390
2079-Mansir-27,2079,Mansir,27,100000,99500,1390
2079-Mansir-28,2079,Mansir,28,101000,100500,1400
2079-Mansir-29,2079,Mansir,29,100300,99800,1380
2079-Poush-01,2079,Poush,1,99900,99400,1370
2079-Poush-03,2079,Poush,3,100500,100000,1380
2079-Poush-04,2079,Poush,4,100500,100000,1380
2079-Poush-05,2079,Poush,5,100400,99900,1375
2079-Poush-06,2079,Poush,6,101200,100700,1400
2079-Poush-07,2079,Poush,7,101500,101000,1405
2079-Poush-08,2079,Poush,8,100300,99800,1390
2079-Poush-10,2079,Poush,10,100500,100000,1390
2079-Poush-11,2079,Poush,11,100500,100000,1390
2079-Poush-12,2079,Poush,12,100700,100200,1390
2079-Poush-13,2079,Poush,13,101100,100600,1400
2079-Poush-14,2079,Poush,14,100900,100400,1380
2079-Poush-15,2079,Poush,15,101400,100900,1395
2079-Poush-17,2079,Poush,17,101700,101200,1400
2079-Poush-18,2079,Poush,18,101700,101200,1400
2079-Poush-19,2079,Poush,19,102600,102100,1410
2079-Poush-20,2079,Poush,20,102900,102400,1400
2079-Poush-21,2079,Poush,21,103100,102600,1385
2079-Poush-22,2079,Poush,22,102300,101800,1365
2079-Poush-24,2079,Poush,24,103300,102800,1380
2079-Poush-25,2079,Poush,25,103900,103400,1390
2079-Poush-26,2079,Poush,26,103500,103000,1365
2079-Poush-27,2079,Poush,27,103200,102700,1365
2079-Poush-28,2079,Poush,28,103400,102900,1360
2079-Poush-29,2079,Poush,29,103900,103400,1365
2079-Magh-01,2079,Magh,1,105000,104500,1390
2079-Magh-02,2079,Magh,2,105200,104700,1400
2079-Magh-03,2079,Magh,3,105100,104600,1390
2079-Magh-04,2079,Magh,4,104500,104000,1375
2079-Magh-05,2079,Magh,5,104500,104000,1355
2079-Magh-06,2079,Magh,6,105200,104700,1375
2079-Magh-08,2079,Magh,8,105000,104500,1375
2079-Magh-09,2079,Magh,9,105300,104800,1380
2079-Magh-10,2079,Magh,10,106300,105800,1365
2079-Magh-11,2079,Magh,11,106200,105700,1365
2079-Magh-12,2079,Magh,12,106900,106400,1380
2079-Magh-13,2079,Magh,13,105800,105300,1380
2079-Magh-15,2079,Magh,15,106000,105500,1365
2079-Magh-16,2079,Magh,16,106300,105800,1365
2079-Magh-17,2079,Magh,17,105800,105300,1365
2079-Magh-18,2079,Magh,18,106300,105800,1370
2079-Magh-19,2079,Magh,19,107500,107000,1395
2079-Magh-20,2079,Magh,20,106100,105600,1365
2079-Magh-22,2079,Magh,22,104100,103600,1320
2079-Magh-23,2079,Magh,23,104600,104100,1320
2079-Magh-24,2079,Magh,24,104600,104100,1320
2079-Magh-25,2079,Magh,25,104800,104300,1315
2079-Magh-26,2079,Magh,26,104900,104400,1320
2079-Magh-27,2079,Magh,27,103600,103100,1290
2079-Magh-29,2079,Magh,29,104000,103500,1295
2079-Falgun-01,2079,Falgun,1,104000,103500,1295
2079-Falgun-02,2079,Falgun,2,103800,103300,1295
2079-Falgun-03,2079,Falgun,3,103600,103100,1290
2079-Falgun-04,2079,Falgun,4,103000,102500,1285
2079-Falgun-05,2079,Falgun,5,102500,102000,1275
2079-Falgun-07,2079,Falgun,7,103200,102700,1290
2079-Falgun-08,2079,Falgun,8,103200,102700,1290
2079-Falgun-09,2079,Falgun,9,103000,102500,1290
2079-Falgun-10,2079,Falgun,10,103000,102500,1295
2079-Falgun-11,2079,Falgun,11,102500,102000,1285
2079-Falgun-12,2079,Falgun,12,102400,101900,1275
2079-Falgun-14,2079,Falgun,14,102000,101500,1260
2079-Falgun-15,2079,Falgun,15,101800,101300,1255
2079-Falgun-16,2079,Falgun,16,101800,101300,1255
2079-Falgun-17,2079,Falgun,17,102300,101800,1270
2079-Falgun-18,2079,Falgun,18,102600,102100,1270
2079-Falgun-19,2079,Falgun,19,102500,102000,1265
2079-Falgun-21,2079,Falgun,21,102800,102300,1275
2079-Falgun-23,2079,Falgun,23,102500,102000,1265
2079-Falgun-24,2079,Falgun,24,101500,101000,1225
2079-Falgun-25,2079,Falgun,25,101000,100500,1220
2079-Falgun-26,2079,Falgun,26,101800,101300,1220
2079-Falgun-28,2079,Falgun,28,103500,103000,1245
2079-Falgun-29,2079,Falgun,29,104100,103600,1255
2079-Falgun-30,2079,Falgun,30,105700,105200,1300
2079-Chaitra-01,2079,Chaitra,1,105700,105200,1300
2079-Chaitra-02,2079,Chaitra,2,106700,106200,1305
2079-Chaitra-03,2079,Chaitra,3,107100,106600,1310
2079-Chaitra-05,2079,Chaitra,5,110000,109500,1345
2079-Chaitra-06,2079,Chaitra,6,109300,108800,1330
2079-Chaitra-07,2079,Chaitra,7,109800,109300,1340
2079-Chaitra-08,2079,Chaitra,8,107800,107300,1335
2079-Chaitra-09,2079,Chaitra,9,109000,108500,1360
2079-Chaitra-10,2079,Chaitra,10,109800,109300,1360
2079-Chaitra-12,2079,Chaitra,12,109200,108700,1370
2079-Chaitra-13,2079,Chaitra,13,109000,108500,1360
2079-Chaitra-14,2079,Chaitra,14,108000,107500,1355
2079-Chaitra-15,2079,Chaitra,15,108500,108000,1365
2079-Chaitra-16,2079,Chaitra,16,108200,107700,1375
2079-Chaitra-17,2079,Chaitra,17,109200,108700,1400
2079-Chaitra-19,2079,Chaitra,19,108600,108100,1410
2079-Chaitra-20,2079,Chaitra,20,108000,107500,
2079-Chaitra-21,2079,Chaitra,21,109000,108500,1400
2079-Chaitra-22,2079,Chaitra,22,111000,110450,1440
2079-Chaitra-23,2079,Chaitra,23,110200,109650,1435
2079-Chaitra-24,2079,Chaitra,24,110000,109500,1440
2079-Chaitra-26,2079,Chaitra,26,110000,109500,1440
2079-Chaitra-27,2079,Chaitra,27,109300,108800,1430
2079-Chaitra-28,2079,Chaitra,28,109800,109300,1435
2079-Chaitra-29,2079,Chaitra,29,110800,110250,1450
2079-Chaitra-30,2079,Chaitra,30,110800,110250,1450
2080-Baisakh-03,2080,Baisakh,3,110000,109500,1450
2080-Baisakh-04,2080,Baisakh,4,110000,109500,1450
2080-Baisakh-05,2080,Baisakh,5,110000,109500,1435
2080-Baisakh-06,2080,Baisakh,6,110300,109750,1445
2080-Baisakh-07,2080,Baisakh,7,109800,109300,1445
2080-Baisakh-08,2080,Baisakh,8,110200,109650,1445
2080-Baisakh-10,2080,Baisakh,10,109300,108800,1440
2080-Baisakh-11,2080,Baisakh,11,109100,108600,1420
2080-Baisakh-12,2080,Baisakh,12,109500,109000,1420
2080-Baisakh-13,2080,Baisakh,13,109700,109200,1415
2080-Baisakh-14,2080,Baisakh,14,109600,109100,1415
2080-Baisakh-15,2080,Baisakh,15,109100,108600,1410
2080-Baisakh-17,2080,Baisakh,17,109200,108700,1415
2080-Baisakh-18,2080,Baisakh,18,109000,108500,1415
2080-Baisakh-19,2080,Baisakh,19,108800,108300,1405
2080-Baisakh-20,2080,Baisakh,20,110600,110050,1425
2080-Baisakh-21,2080,Baisakh,21,111800,111250,1445
2080-Baisakh-24,2080,Baisakh,24,110600,110050,1445
2080-Baisakh-25,2080,Baisakh,25,110900,110350,1445
2080-Baisakh-26,2080,Baisakh,26,111200,110650,1445
2080-Baisakh-27,2080,Baisakh,27,111600,111050,1445
2080-Baisakh-28,2080,Baisakh,28,111600,111050,1430
2080-Baisakh-29,2080,Baisakh,29,110800,110250,1375
2080-Baisakh-31,2080,Baisakh,31,110800,110250,1375
2080-Jestha-01,2080,Jestha,1,111000,110450,1375
2080-Jestha-02,2080,Jestha,2,111100,110550,1375
2080-Jestha-03,2080,Jestha,3,110000,109500,1370
2080-Jestha-04,2080,Jestha,4,109700,109200,1370
2080-Jestha-05,2080,Jestha,5,109200,108700,1370
2080-Jestha-07,2080,Jestha,7,110000,109500,1385
2080-Jestha-08,2080,Jestha,8,110000,109500,1375
2080-Jestha-09,2080,Jestha,9,109200,108700,1365
2080-Jestha-10,2080,Jestha,10,109800,109300,1360
2080-Jestha-11,2080,Jestha,11,108800,108300,1350
2080-Jestha-12,2080,Jestha,12,108300,107800,1345
2080-Jestha-14,2080,Jestha,14,108100,107600,1360
2080-Jestha-15,2080,Jestha,15,108100,107600,1360
2080-Jestha-16,2080,Jestha,16,110500,109950,1375
2080-Jestha-17,2080,Jestha,17,112000,111450,1395
2080-Jestha-18,2080,Jestha,18,112500,111950,1410
2080-Jestha-19,2080,Jestha,19,113300,112750,1435
2080-Jestha-21,2080,Jestha,21,111600,111050,1415
2080-Jestha-22,2080,Jestha,22,111600,111050,1415
2080-Jestha-23,2080,Jestha,23,112500,111950,1420
2080-Jestha-24,2080,Jestha,24,112700,112150,1420
2080-Jestha-25,2080,Jestha,25,111700,111150,1415
2080-Jestha-26,2080,Jestha,26,112500,111950,1455
2080-Jestha-28,2080,Jestha,28,112500,111950,1455
2080-Jestha-29,2080,Jestha,29,112400,111850,1445
2080-Jestha-30,2080,Jestha,30,112700,112150,1450
2080-Jestha-31,2080,Jestha,31,111800,111250,1425
2080-Jestha-32,2080,Jestha,32,111000,110450,1405
2080-Ashad-01,2080,Ashad,1,111800,111250,1425
2080-Ashad-03,2080,Ashad,3,112000,111450,1445
2080-Ashad-04,2080,Ashad,4,112000,111450,1440
2080-Ashad-05,2080,Ashad,5,111800,111250,1430
2080-Ashad-06,2080,Ashad,6,111000,110450,1385
2080-Ashad-07,2080,Ashad,7,110500,109950,1360
2080-Ashad-08,2080,Ashad,8,109800,109300,1335
2080-Ashad-10,2080,Ashad,10,110200,109650,1350
2080-Ashad-11,2080,Ashad,11,110400,109850,1365
2080-Ashad-12,2080,Ashad,12,110600,110050,1375
2080-Ashad-13,2080,Ashad,13,110000,109500,1375
2080-Ashad-14,2080,Ashad,14,109400,108900,1370
2080-Ashad-15,2080,Ashad,15,109600,109100,1360
2080-Ashad-17,2080,Ashad,17,110100,109550,1370
2080-Ashad-18,2080,Ashad,18,110000,109500,1370
2080-Ashad-19,2080,Ashad,19,110400,109850,1375
2080-Ashad-20,2080,Ashad,20,110600,110050,1380
2080-Ashad-21,2080,Ashad,21,110700,110150,1395
2080-Ashad-22,2080,Ashad,22,110600,110050,1375
2080-Ashad-24,2080,Ashad,24,111300,110750,1395
2080-Ashad-25,2080,Ashad,25,111300,110750,1395
2080-Ashad-26,2080,Ashad,26,111300,110750,1395
2080-Ashad-27,2080,Ashad,27,111600,111050,1400
2080-Ashad-28,2080,Ashad,28,112400,111850,1440
2080-Ashad-29,2080,Ashad,29,112500,111950,1480
2080-Ashad-31,2080,Ashad,31,112200,111650,1480
2080-Shrawan-01,2080,Shrawan,1,112200,111650,1480
2080-Shrawan-02,2080,Shrawan,2,112500,111950,1480
2080-Shrawan-03,2080,Shrawan,3,113100,112550,1490
2080-Shrawan-04,2080,Shrawan,4,113600,113050,1495
2080-Shrawan-05,2080,Shrawan,5,112800,112250,1480
2080-Shrawan-07,2080,Shrawan,7,112300,111750,1465
2080-Shrawan-08,2080,Shrawan,8,112000,111450,1460
2080-Shrawan-09,2080,Shrawan,9,112200,111650,1455
2080-Shrawan-10,2080,Shrawan,10,112700,112150,1465
2080-Shrawan-11,2080,Shrawan,11,113500,112950,1490
2080-Shrawan-12,2080,Shrawan,12,112600,112050,1450
2080-Shrawan-14,2080,Shrawan,14,112900,112350,1455
2080-Shrawan-15,2080,Shrawan,15,112600,112050,1450
2080-Shrawan-16,2080,Shrawan,16,113000,112450,1475
2080-Shrawan-17,2080,Shrawan,17,112400,111850,1460
2080-Shrawan-18,2080,Shrawan,18,112200,111650,1425
2080-Shrawan-19,2080,Shrawan,19,112200,111650,1425
2080-Shrawan-21,2080,Shrawan,21,112500,111950,1425
2080-Shrawan-22,2080,Shrawan,22,112400,111850,1425
2080-Shrawan-23,2080,Shrawan,23,112100,111550,1400
2080-Shrawan-24,2080,Shrawan,24,112000,111450,1390
2080-Shrawan-25,2080,Shrawan,25,111300,110750,1380
2080-Shrawan-26,2080,Shrawan,26,111100,110550,1375
2080-Shrawan-28,2080,Shrawan,28,111100,110550,1375
2080-Shrawan-29,2080,Shrawan,29,111300,110750,1375
2080-Shrawan-30,2080,Shrawan,30,111300,110750,1380
2080-Shrawan-31,2080,Shrawan,31,111200,110650,1375
2080-Shrawan-32,2080,Shrawan,32,110400,109850,1370
2080-Bhadra-01,2080,Bhadra,1,110400,109850,1390
2080-Bhadra-03,2080,Bhadra,3,110300,109750,1390
2080-Bhadra-04,2080,Bhadra,4,110300,109750,1390
2080-Bhadra-05,2080,Bhadra,5,,109950,1415
2080-Bhadra-06,2080,Bhadra,6,110600,110050,1425
2080-Bhadra-07,2080,Bhadra,7,111100,110550,1460
2080-Bhadra-08,2080,Bhadra,8,111100,110550,1450
2080-Bhadra-10,2080,Bhadra,10,111100,110550,1465
2080-Bhadra-11,2080,Bhadra,11,111100,110550,1460
2080-Bhadra-12,2080,Bhadra,12,111700,111150,1465
2080-Bhadra-13,2080,Bhadra,13,112500,111950,1485
2080-Bhadra-14,2080,Bhadra,14,112800,112250,1480
2080-Bhadra-15,2080,Bhadra,15,112500,111950,1470
2080-Bhadra-17,2080,Bhadra,17,112600,112050,1460
2080-Bhadra-18,2080,Bhadra,18,113000,112450,1465
2080-Bhadra-19,2080,Bhadra,19,112700,112150,1445
2080-Bhadra-20,2080,Bhadra,20,112400,111850,1430
2080-Bhadra-21,2080,Bhadra,21,112000,111450,1410
2080-Bhadra-22,2080,Bhadra,22,112300,111750,1405
2080-Bhadra-24,2080,Bhadra,24,111900,111350,1395
2080-Bhadra-25,2080,Bhadra,25,112000,111450,1400
2080-Bhadra-26,2080,Bhadra,26,112000,111450,1405
2080-Bhadra-27,2080,Bhadra,27,111200,110650,1390
2080-Bhadra-28,2080,Bhadra,28,111200,110650,1385
2080-Bhadra-29,2080,Bhadra,29,111800,111250,1395
2080-Bhadra-31,2080,Bhadra,31,112300,111750,1400
2080-Ashoj-01,2080,Ashoj,1,112500,111950,1405
2080-Ashoj-02,2080,Ashoj,2,113000,112450,1410
2080-Ashoj-03,2080,Ashoj,3,112800,112250,1405
2080-Ashoj-04,2080,Ashoj,4,112500,111950,1410
2080-Ashoj-05,2080,Ashoj,5,112100,111550,1425
2080-Ashoj-07,2080,Ashoj,7,112200,111650,1430
2080-Ashoj-08,2080,Ashoj,8,112200,111650,1430
2080-Ashoj-09,2080,Ashoj,9,111800,111250,1400
2080-Ashoj-10,2080,Ashoj,10,111000,110450,1385
2080-Ashoj-11,2080,Ashoj,11,109600,109100,1370
2080-Ashoj-12,2080,Ashoj,12,108800,108300,1395
2080-Ashoj-14,2080,Ashoj,14,108000,107500,1360
2080-Ashoj-15,2080,Ashoj,15,107900,107400,1340
2080-Ashoj-16,2080,Ashoj,16,106600,106100,1310
2080-Ashoj-17,2080,Ashoj,17,106900,106400,1310
2080-Ashoj-18,2080,Ashoj,18,107300,106800,1310
2080-Ashoj-19,2080,Ashoj,19,107300,106800,1310
2080-Ashoj-21,2080,Ashoj,21,107600,107100,1330
2080-Ashoj-22,2080,Ashoj,22,108600,108100,1345
2080-Ashoj-23,2080,Ashoj,23,108900,108400,1340
2080-Ashoj-24,2080,Ashoj,24,108800,108300,1340
2080-Ashoj-25,2080,Ashoj,25,109500,109000,1350
2080-Ashoj-26,2080,Ashoj,26,110100,109550,1345
2080-Ashoj-27,2080,Ashoj,27,113000,112450,1390
2080-Ashoj-28,2080,Ashoj,28,113000,112450,1390
2080-Ashoj-29,2080,Ashoj,29,112300,111750,1390
2080-Ashoj-30,2080,Ashoj,30,111900,111350,1375
2080-Kartik-01,2080,Kartik,1,113200,112650,1410
2080-Kartik-02,2080,Kartik,2,113700,113150,1395
2080-Kartik-03,2080,Kartik,3,115500,114950,1400
2080-Kartik-10,2080,Kartik,10,116000,115450,1400
2080-Kartik-11,2080,Kartik,11,117000,116450,1415
2080-Kartik-12,2080,Kartik,12,117000,116450,1415
2080-Kartik-13,2080,Kartik,13,116500,115950,1410
2080-Kartik-14,2080,Kartik,14,116000,115450,1420
2080-Kartik-15,2080,Kartik,15,115000,114450,1385
2080-Kartik-16,2080,Kartik,16,115700,115150,1405
2080-Kartik-17,2080,Kartik,17,115900,115350,1390
2080-Kartik-19,2080,Kartik,19,115900,115350,1415
2080-Kartik-20,2080,Kartik,20,115400,114850,1415
2080-Kartik-21,2080,Kartik,21,115000,114450,1405
2080-Kartik-22,2080,Kartik,22,114700,114150,1385
2080-Kartik-23,2080,Kartik,23,113700,113150,1380
2080-Kartik-24,2080,Kartik,24,114700,114150,1400
2080-Kartik-26,2080,Kartik,26,113700,113150,1380
2080-Kartik-27,2080,Kartik,27,113200,112650,1360
2080-Mansir-01,2080,Mansir,1,115500,114950,1450
2080-Mansir-03,2080,Mansir,3,115500,114950,1450
2080-Mansir-04,2080,Mansir,4,115700,115150,1450
2080-Mansir-05,2080,Mansir,5,116200,115650,1455
2080-Mansir-06,2080,Mansir,6,116500,115950,1455
2080-Mansir-07,2080,Mansir,7,116500,115950,1445
2080-Mansir-08,2080,Mansir,8,116300,115750,1450
2080-Mansir-10,2080,Mansir,10,116900,116350,1485
2080-Mansir-11,2080,Mansir,11,117400,116850,1500
2080-Mansir-12,2080,Mansir,12,117700,117150,1500
2080-Mansir-13,2080,Mansir,13,119300,118750,1520
2080-Mansir-14,2080,Mansir,14,119300,118750,1520
2080-Mansir-15,2080,Mansir,15,119000,118450,1540
2080-Mansir-17,2080,Mansir,17,120800,120200,1545
2080-Mansir-18,2080,Mansir,18,121600,121000,1545
2080-Mansir-19,2080,Mansir,19,119200,118650,1500
2080-Mansir-20,2080,Mansir,20,118400,117850,1480
2080-Mansir-21,2080,Mansir,21,118600,118050,1460
2080-Mansir-22,2080,Mansir,22,118800,118250,1460
2080-Mansir-24,2080,Mansir,24,117500,116950,1425
2080-Mansir-25,2080,Mansir,25,117000,116450,1410
2080-Mansir-26,2080,Mansir,26,116300,115750,1410
2080-Mansir-27,2080,Mansir,27,116000,115450,1400
2080-Mansir-28,2080,Mansir,28,118800,118250,1455
2080-Mansir-29,2080,Mansir,29,119100,118550,1470
2080-Poush-01,2080,Poush,1,117800,117250,1455
2080-Poush-02,2080,Poush,2,117800,117250,1455
2080-Poush-03,2080,Poush,3,118000,117450,1450
2080-Poush-04,2080,Poush,4,119000,118450,1465
2080-Poush-05,2080,Poush,5,119000,118450,1480
2080-Poush-06,2080,Poush,6,119800,119250,1485
2080-Poush-08,2080,Poush,8,119900,119350,1475
2080-Poush-09,2080,Poush,9,119900,119350,1475
2080-Poush-10,2080,Poush,10,120500,119900,1485
2080-Poush-11,2080,Poush,11,120700,120100,1475
2080-Poush-12,2080,Poush,12,122000,121400,1490
2080-Poush-13,2080,Poush,13,120700,120100,1455
2080-Poush-15,2080,Poush,15,120500,119900,1455
2080-Poush-16,2080,Poush,16,120500,119900,1455
2080-Poush-17,2080,Poush,17,121000,120400,1460
2080-Poush-18,2080,Poush,18,120800,120200,1450
2080-Poush-19,2080,Poush,19,119500,118950,1420
2080-Poush-20,2080,Poush,20,119500,118950,1420
2080-Poush-22,2080,Poush,22,119500,118950,1420
2080-Poush-23,2080,Poush,23,118800,118250,1415
2080-Poush-24,2080,Poush,24,118600,118050,1415
2080-Poush-25,2080,Poush,25,118500,117950,1410
2080-Poush-26,2080,Poush,26,118300,117750,1410
2080-Poush-27,2080,Poush,27,118600,118050,1400
2080-Poush-29,2080,Poush,29,119200,118650,1420
2080-Magh-01,2080,Magh,1,119500,118950,1420
2080-Magh-02,2080,Magh,2,119400,118850,1415
2080-Magh-03,2080,Magh,3,118200,117650,1400
2080-Magh-04,2080,Magh,4,117500,116950,1390
2080-Magh-05,2080,Magh,5,118000,117450,1395
2080-Magh-07,2080,Magh,7,118400,117850,1390
2080-Magh-08,2080,Magh,8,118400,117850,1390
2080-Magh-09,2080,Magh,9,118400,117850,1370
2080-Magh-10,2080,Magh,10,118400,117850,1380
2080-Magh-11,2080,Magh,11,118000,117450,1400
2080-Magh-12,2080,Magh,12,118000,117450,1400
2080-Magh-14,2080,Magh,14,118000,117450,1400
2080-Magh-15,2080,Magh,15,118300,117750,1405
2080-Magh-16,2080,Magh,16,118600,118050,1420
2080-Magh-17,2080,Magh,17,118700,118150,1420
2080-Magh-18,2080,Magh,18,119200,118650,1410
2080-Magh-19,2080,Magh,19,119500,118950,1415
2080-Magh-21,2080,Magh,21,118900,118350,1395
2080-Magh-22,2080,Magh,22,118500,117950,1390
2080-Magh-23,2080,Magh,23,118000,117450,1375
2080-Magh-24,2080,Magh,24,118600,118050,1375
2080-Magh-25,2080,Magh,25,118400,117850,1370
2080-Magh-26,2080,Magh,26,118500,117950,1390
2080-Magh-28,2080,Magh,28,118000,117450,1390
2080-Magh-29,2080,Magh,29,118000,117450,1395
2080-Falgun-01,2080,Falgun,1,117700,117150,1395
2080-Falgun-02,2080,Falgun,2,116500,115950,1365
2080-Falgun-03,2080,Falgun,3,116500,115950,1375
2080-Falgun-04,2080,Falgun,4,117100,116550,1410
2080-Falgun-06,2080,Falgun,6,117600,117050,1430
2080-Falgun-07,2080,Falgun,7,118000,117450,1410
2080-Falgun-08,2080,Falgun,8,118000,117450,1410
2080-Falgun-09,2080,Falgun,9,118400,117850,1415
2080-Falgun-10,2080,Falgun,10,118000,117450,1400
2080-Falgun-11,2080,Falgun,11,118000,117450,1395
2080-Falgun-13,2080,Falgun,13,118500,117950,1400
2080-Falgun-14,2080,Falgun,14,118300,117750,1395
2080-Falgun-15,2080,Falgun,15,118300,117750,1380
2080-Falgun-16,2080,Falgun,16,118200,117650,1375
2080-Falgun-17,2080,Falgun,17,118400,117850,1375
